Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months
7579-OOPEC,Female,75,Yes,0,Pala,92059,33.384345,-117.072619,1,2
7580-UGXNC,Female,73,No,0,Culver City,90232,34.019323,-118.391902,0,2
7581-EBBOU,Female,49,No,0,Volcano,95689,38.481902,-120.603668,0,60
7586-ZATGZ,Male,59,No,0,Ravendale,96123,40.845738,-120.322219,0,40
7587-AOVVU,Male,39,Yes,1,Arcata,95521,40.839958,-124.003757,0,27
7587-RZNME,Male,23,No,0,Valencia,91355,34.43987,-118.644609,0,3
7590-VHVEG,Female,36,Yes,0,Los Angeles,90001,33.973616,-118.24902,0,1
7593-JNWRU,Male,61,Yes,1,Fremont,94538,37.505768,-121.962472,5,6
7593-XFKDI,Male,39,No,0,Los Angeles,90031,34.085807,-118.206617,0,1
7594-LZNWR,Male,67,No,0,Sacramento,95826,38.542532,-121.378826,0,34
7594-RQHXR,Female,20,No,0,Covina,91722,34.097345,-117.906736,0,1
7595-EHCDL,Male,48,Yes,2,Santa Maria,93454,34.943523,-120.256729,10,32
7595-EUIVN,Female,53,No,0,Clearlake,95422,38.965804,-122.631779,0,1
7596-IIWYC,Female,62,No,0,Fiddletown,95629,38.513484,-120.704613,0,27
7596-LDUXP,Female,61,No,0,Rodeo,94572,38.027218,-122.23463,0,12
7596-ZYWBB,Female,19,No,0,Bakersfield,93312,35.392599,-119.245341,0,65
7598-UAASY,Male,19,Yes,0,Marshall,94940,38.129308,-122.834815,1,2
7599-FKVXZ,Male,54,Yes,0,South Pasadena,91030,34.110444,-118.156957,1,42
7599-NTMDP,Female,32,Yes,2,Lockeford,95237,38.166791,-121.14207,6,62
7601-DHFWZ,Female,54,No,0,Simi Valley,93063,34.296813,-118.685703,0,48
7601-GNDYK,Male,52,Yes,3,Wildomar,92595,33.617108,-117.253349,1,35
7601-WFVZV,Male,35,No,0,Downieville,95936,39.578792,-120.780786,0,1
7602-DBTOU,Female,46,Yes,0,San Francisco,94121,37.776718,-122.495781,2,71
7602-MVRMB,Female,62,Yes,1,Fish Camp,93623,37.483535,-119.679414,9,72
7603-USHJS,Male,27,No,1,San Gabriel,91775,34.114772,-118.089431,0,12
7605-BDWDC,Female,35,No,0,Mira Loma,91752,33.999992,-117.535395,0,31
7605-SNLQG,Female,42,Yes,0,Gardena,90249,33.90139,-118.315697,6,45
7606-BPHHN,Male,39,No,0,La Quinta,92253,33.695532,-116.310571,0,72
7607-QKKTJ,Male,25,Yes,2,Loma Linda,92354,34.049315,-117.255974,6,45
7608-RGIRO,Male,62,No,1,Marysville,95901,39.19514,-121.503883,0,62
7609-NRNCA,Female,21,No,0,Mountain Ranch,95246,38.264262,-120.515133,0,17
7609-YBPXG,Male,60,No,0,Irvine,92602,33.720359,-117.733655,0,54
7610-TVOPG,Male,48,No,0,West Point,95255,38.41935,-120.469545,0,15
7611-YKYTC,Male,50,Yes,2,Burson,95225,38.183918,-120.898817,1,22
7613-LLQFO,Male,41,No,0,Amador City,95601,38.431407,-120.8421,0,12
7614-QVWQL,Male,57,Yes,0,Costa Mesa,92627,33.645672,-117.922613,2,49
7615-ESMYF,Female,23,Yes,0,San Diego,92117,32.825086,-117.199424,1,2
7617-EYGLW,Male,62,No,0,Clearlake Oaks,95423,39.07116,-122.598542,0,1
7619-ODSGN,Male,63,Yes,2,Foothill Ranch,92610,33.698728,-117.67768,1,24
7619-PLRLP,Female,41,Yes,0,Cardiff By The Sea,92007,33.015866,-117.272254,3,53
7621-VPNET,Female,60,Yes,0,Arcadia,91006,34.137319,-118.029837,8,42
7622-FWGEW,Male,71,Yes,0,Costa Mesa,92626,33.678591,-117.905471,8,56
7622-NXQZR,Male,29,No,0,Canoga Park,91304,34.224377,-118.632656,0,28
7623-HKYRK,Male,46,No,1,Caliente,93518,35.358953,-118.527064,0,6
7623-TRNQN,Male,34,No,1,Jackson,95642,38.336216,-120.76901,0,1
7625-XCQRH,Female,48,No,0,Strathmore,93267,36.141319,-119.129075,0,11
7627-JKIAZ,Female,62,Yes,0,San Jose,95116,37.350284,-121.852855,0,37
7629-WFGLW,Female,80,Yes,0,Palo Alto,94301,37.444314,-122.149996,10,56
7629-WIXZF,Female,32,No,0,San Rafael,94903,38.018065,-122.546024,0,7
7632-MNYOY,Male,69,No,0,Tahoe Vista,96148,39.24124,-120.054765,0,66
7632-YUTXB,Female,52,Yes,2,Stinson Beach,94970,37.921137,-122.657562,7,25
7633-MVPUY,Male,50,Yes,0,Diamond Bar,91765,33.992416,-117.807874,1,57
7634-HLQJR,Female,52,Yes,1,Moss Landing,95039,36.863303,-121.781632,1,47
7634-WSWDB,Female,22,No,1,Terra Bella,93270,35.939068,-119.043666,0,8
7636-OWBPG,Male,79,No,0,Redding,96001,40.587919,-122.464732,0,12
7636-PEPNS,Female,44,Yes,3,Palos Verdes Peninsula,90274,33.788208,-118.404955,7,58
7636-XUHWW,Male,56,No,0,Firebaugh,93622,36.785618,-120.625382,0,2
7638-QVMVY,Female,63,No,0,Visalia,93292,36.37559,-119.211689,0,7
7639-LIAYI,Male,23,No,0,Los Angeles,90057,34.061918,-118.277939,0,52
7639-OPLNG,Male,56,Yes,0,San Diego,92107,32.741852,-117.243453,8,70
7639-SUPCW,Female,32,No,0,Glen Ellen,95442,38.368744,-122.522642,0,22
7641-EUYET,Male,76,Yes,0,Tranquillity,93668,36.635661,-120.288644,3,46
7641-TQFHN,Male,21,No,1,Fresno,93704,36.799648,-119.801247,0,39
7643-RCHXS,Female,31,Yes,3,Montgomery Creek,96065,40.877552,-121.885884,0,63
7644-OMVMY,Male,56,Yes,1,Los Angeles,90029,34.089953,-118.294824,5,10
7647-GYYKX,Female,48,Yes,4,San Marcos,92069,33.162624,-117.170863,1,54
7649-PHJVR,Male,22,No,0,Paso Robles,93446,35.634222,-120.728341,0,11
7649-SIJJF,Male,36,Yes,0,Emeryville,94608,37.83726,-122.287648,5,71
7654-YWJUF,Male,61,Yes,0,Sunland,91040,34.282704,-118.312929,6,43
7657-DYEPJ,Male,73,No,0,Los Angeles,90024,34.066303,-118.435479,0,38
7658-UYUQS,Male,71,Yes,0,Fullerton,92835,33.902211,-117.914922,0,21
7660-HDPJV,Female,51,No,0,Long Beach,90810,33.819814,-118.222416,0,1
7661-CPURM,Male,49,No,0,Alhambra,91803,34.074736,-118.145959,0,19
7663-CUXZB,Male,34,Yes,0,Fields Landing,95537,40.726949,-124.217378,9,59
7663-RGWBC,Male,44,No,0,Los Angeles,90049,34.091829,-118.491244,0,1
7663-YJHSN,Female,33,Yes,0,Moss Landing,95039,36.863303,-121.781632,10,72
7663-ZTEGJ,Male,46,No,0,Escondido,92027,33.141265,-116.967221,0,29
7665-NKLAV,Female,19,Yes,3,Pleasanton,94566,37.633361,-121.862395,5,36
7665-TOALD,Female,25,No,0,Temecula,92592,33.507255,-117.029473,0,1
7665-VIGUD,Male,40,No,0,Santa Barbara,93108,34.457541,-119.631072,0,10
7666-WKRON,Female,39,No,0,Riverbank,95367,37.734971,-120.954271,0,39
7668-XCFYV,Female,77,Yes,0,Glendora,91741,34.14649,-117.849815,9,17
7669-LCRSD,Male,49,Yes,2,Igo,96047,40.524535,-122.647172,5,12
7670-ZBPOQ,Female,59,Yes,0,Denair,95316,37.524721,-120.757977,1,58
7672-VFMXZ,Male,31,Yes,0,Long Beach,90815,33.797638,-118.11662,6,57
7673-BQGKU,Female,64,Yes,3,Carlsbad,92009,33.098018,-117.258203,6,69
7673-LPRNY,Female,43,No,0,Pasadena,91104,34.165383,-118.123752,0,23
7674-YTAFD,Female,64,No,0,North Hills,91343,34.238802,-118.482296,0,33
7675-OZCZG,Female,76,No,0,Fallbrook,92028,33.362575,-117.299644,0,3
7677-SJJJK,Male,26,Yes,0,Granite Bay,95746,38.749466,-121.184196,5,8
7682-AZNDK,Male,25,Yes,3,Williams,95987,39.117537,-122.284654,5,34
7683-CBDKJ,Male,42,Yes,1,Palmdale,93550,34.536232,-118.082935,1,14
7684-XSZIY,Male,53,Yes,3,Loomis,95650,38.809175,-121.171375,3,72
7688-AWMDX,Male,21,Yes,0,San Diego,92131,32.89325,-117.087091,5,71
7690-KPNCU,Male,20,Yes,0,Willow Creek,95573,40.949012,-123.655847,5,64
7691-KGKGP,Male,31,Yes,1,Aliso Viejo,92656,33.571259,-117.731917,9,53
7691-XVTZH,Female,30,Yes,0,Aromas,95004,36.878364,-121.629781,5,68
7693-LCKZL,Male,57,Yes,1,Julian,92036,32.980678,-116.262854,1,5
7693-QPEFS,Male,75,No,0,Davenport,95017,37.114335,-122.237162,0,52
7694-VLBWQ,Male,61,Yes,0,Coronado,92118,32.68674,-117.186612,4,67
7695-PKLCZ,Female,32,No,0,Salinas,93908,36.624338,-121.615669,0,68
7696-AMHOD,Female,23,Yes,1,Fallbrook,92028,33.362575,-117.299644,10,49
7696-CFTAT,Male,24,Yes,3,Diamond Bar,91765,33.992416,-117.807874,0,37
7698-YFGEZ,Male,55,No,0,Riverside,92509,34.004379,-117.447864,0,1
7703-ZEKEF,Male,47,No,0,Heber,92249,32.730583,-115.501083,0,23
7706-DZNKK,Male,63,No,0,Palmdale,93551,34.613476,-118.256358,0,11
7706-YLMQA,Female,30,No,0,Madera,93638,37.004068,-119.930027,0,70
7707-PYBBH,Male,49,No,0,Lucerne Valley,92356,34.508417,-116.856103,0,40
7710-JSYOA,Female,59,Yes,1,Pala,92059,33.384345,-117.072619,0,69
7711-GQBZC,Female,42,Yes,1,Stockton,95207,38.002125,-121.324979,1,71
7711-YIJWC,Male,21,Yes,2,Shingletown,96088,40.497441,-121.827524,3,61
7714-YXSMB,Female,60,No,0,Irvine,92612,33.643095,-117.810896,0,26
7716-YTYHG,Female,41,Yes,0,Oxnard,93030,34.223244,-119.18012,1,48
7717-BICXI,Male,37,Yes,3,O Neals,93645,37.140104,-119.657092,4,60
7718-RXDGG,Male,54,Yes,0,Newcastle,95658,38.883224,-121.15918,9,15
7718-UPSKJ,Female,59,Yes,0,San Diego,92116,32.765299,-117.122565,9,69
7721-DVEKZ,Female,42,No,0,Thousand Oaks,91360,34.214054,-118.88109,0,1
7721-JXEAW,Male,23,Yes,0,Elk Grove,95624,38.434138,-121.30587,1,59
7722-CVFXN,Male,50,Yes,3,Santa Cruz,95064,37.007882,-122.065975,9,54
7722-VJRQD,Male,38,Yes,0,Brooks,95606,38.809804,-122.241383,8,72
7727-SHVZV,Female,56,No,0,Chico,95926,39.745712,-121.84333,0,9
7729-JTEEC,Male,33,Yes,1,Olympic Valley,96146,39.191797,-120.212401,2,2
7729-XBTWX,Male,62,Yes,2,San Ramon,94583,37.766556,-121.976784,7,66
7730-CLDSV,Female,61,Yes,2,Brentwood,94513,37.908242,-121.682472,6,72
7730-IUTDZ,Male,63,No,0,Chatsworth,91311,34.294142,-118.603883,0,43
7733-UDMTP,Female,65,No,0,Fresno,93726,36.793601,-119.761131,0,57
7734-DBOAI,Female,42,Yes,2,Pope Valley,94567,38.672708,-122.403219,1,1
7739-LAXOG,Female,51,Yes,0,Sacramento,95825,38.590035,-121.412455,1,32
7740-BTPUX,Male,72,Yes,0,Manchester,95459,38.966713,-123.586412,7,55
7740-KKCXF,Male,61,Yes,0,Los Angeles,90039,34.110845,-118.259595,9,51
7742-MYPGI,Female,39,Yes,2,Cobb,95426,38.838088,-122.73203,3,6
7743-EXURX,Male,47,Yes,1,Glendale,91208,34.195386,-118.238508,1,8
7746-AWNQW,Female,62,No,0,La Jolla,92037,32.853743,-117.25034,0,28
7746-QYVCO,Male,57,Yes,0,White Water,92282,33.972293,-116.654195,1,16
7748-UMTRK,Female,80,No,1,San Francisco,94132,37.722302,-122.491129,0,30
7750-EYXWZ,Female,62,No,0,Yucca Valley,92284,34.159534,-116.425984,0,12
7752-XUSCI,Female,20,No,0,Crestline,92325,34.248061,-117.29028,0,60
7753-USQYQ,Male,47,No,0,West Covina,91792,34.024405,-117.898722,0,55
7754-IXRMC,Female,39,No,0,Atascadero,93422,35.453912,-120.69461,0,1
7758-UJWYS,Male,31,Yes,1,Millbrae,94030,37.601248,-122.403099,10,34
7758-XKCBS,Male,56,No,0,Reseda,91335,34.200175,-118.540958,0,15
7760-OYPDY,Female,32,No,2,Los Angeles,90056,33.987945,-118.370442,0,2
7762-ONLJY,Female,62,Yes,3,Sacramento,95834,38.646209,-121.52446,5,6
7762-URZQH,Male,30,Yes,0,Venice,90291,33.991782,-118.479229,0,66
7764-BDPEE,Male,50,No,3,Hayward,94542,37.656695,-122.048361,0,3
7765-LWVVH,Female,39,Yes,2,Caspar,95420,39.361283,-123.784599,8,72
7766-CLTIC,Female,58,No,0,Kenwood,95452,38.419525,-122.521585,0,10
7767-UXAGJ,Male,37,No,0,Colfax,95713,39.084645,-120.894014,0,1
7771-CFQRQ,Female,32,Yes,3,Mariposa,95338,37.526791,-119.99437,0,47
7771-ZONAT,Male,62,No,0,Woodacre,94973,38.005839,-122.638155,0,22
7774-OJSXI,Male,53,No,0,South Lake Tahoe,96150,38.911577,-120.106169,0,31
7776-QGYJC,Female,64,Yes,5,Shasta Lake,96019,40.692523,-122.369876,7,39
7776-QWNFX,Male,71,Yes,0,Chino,91710,33.990646,-117.663025,1,30
7777-UNYHB,Female,43,Yes,1,Traver,93673,36.456091,-119.486225,3,12
7779-LGOVN,Male,74,Yes,0,Paskenta,96074,39.884395,-122.587513,2,10
7779-ORAEL,Male,77,Yes,0,Mi Wuk Village,95346,38.121601,-120.133915,4,45
7780-OTDSO,Male,51,Yes,0,Covelo,95428,39.83307,-123.178765,1,18
7781-EWARA,Male,19,Yes,3,Big Bend,96011,41.096569,-121.879082,1,70
7781-HVGMK,Female,56,Yes,0,Amboy,92304,34.559882,-115.637164,5,72
7783-YKGDV,Female,49,No,0,March Air Reserve Base,92518,33.888323,-117.277533,0,12
7785-RDVIG,Female,53,Yes,2,Hemet,92543,33.739415,-116.968339,5,3
7786-WBJYI,Female,31,No,0,San Diego,92130,32.957195,-117.202542,0,4
7787-BNTZM,Male,56,No,0,Comptche,95427,39.239818,-123.565432,0,6
7789-CRUVC,Female,77,Yes,0,San Diego,92107,32.741852,-117.243453,1,61
7789-HKSBS,Female,79,Yes,0,Lakewood,90713,33.847755,-118.112532,2,42
7794-JASDG,Male,37,No,0,Winchester,92596,33.657433,-117.04254,0,1
7795-CFOCW,Male,53,No,0,Los Angeles,90004,34.076259,-118.310715,0,45
7797-EJMDP,Female,34,No,0,Manteca,95336,37.830267,-121.201018,0,8
7798-JVXYM,Female,52,No,0,Herald,95638,38.313447,-121.123886,0,14
7799-DSEWS,Male,22,No,0,Hayward,94544,37.639215,-122.037554,0,18
7799-LGRDP,Female,42,No,0,Lakewood,90713,33.847755,-118.112532,0,43
7801-CEDNV,Male,33,Yes,0,Inglewood,90304,33.936827,-118.359824,10,27
7801-KICAO,Female,43,No,0,Pasadena,91103,34.167465,-118.165327,0,18
7802-EFKNY,Male,37,Yes,0,Redlands,92374,34.064073,-117.166158,1,5
7803-XOCCZ,Female,54,Yes,2,Anza,92539,33.527605,-116.666551,1,52
7808-DVWEP,Male,51,Yes,0,Chico,95926,39.745712,-121.84333,3,3
7811-JIVPF,Female,44,No,0,Long Beach,90805,33.864622,-118.179626,0,23
7812-FZHPE,Female,31,Yes,2,Bradley,93426,35.842889,-121.004862,1,17
7813-TKCVO,Female,23,Yes,0,Oak Park,91377,34.19225,-118.776874,1,20
7813-ZGGAW,Male,68,No,0,Applegate,95703,38.983388,-120.988814,0,31
7814-LEEVE,Female,60,Yes,0,Grass Valley,95949,39.099204,-121.137962,7,1
7815-PDTHL,Male,64,No,0,Van Nuys,91401,34.178483,-118.431791,0,35
7816-VGHTO,Female,61,Yes,2,Rio Oso,95674,38.954144,-121.482536,7,6
7817-BOQPW,Female,32,No,0,Rio Dell,95562,40.485849,-124.163234,0,2
7817-OMJNA,Male,23,No,0,Mammoth Lakes,93546,37.550074,-118.837167,0,14
7820-ZYGNY,Male,33,No,0,La Puente,91746,34.038983,-117.991372,0,63
7821-DPRQE,Male,25,Yes,0,Stockton,95207,38.002125,-121.324979,2,68
7823-JSOAG,Male,39,No,0,Sonoma,95476,38.25485,-122.461799,0,3
7824-PANSQ,Male,52,No,0,Mammoth Lakes,93546,37.550074,-118.837167,0,58
7825-ECJRF,Female,43,No,1,Santa Clarita,91350,34.502432,-118.41459,0,19
7825-GKXMW,Female,41,No,0,San Diego,92121,32.898613,-117.202937,0,1
7826-VVKWT,Female,69,Yes,1,San Diego,92114,32.707892,-117.05512,9,24
7831-QGOXH,Female,27,No,0,Blue Lake,95525,40.94338,-123.831799,0,18
7833-PKIHD,Male,59,Yes,0,Palm Desert,92260,33.694501,-116.412711,1,51
7838-LAZFO,Male,38,Yes,0,Hanford,93230,36.29223,-119.622676,6,45
7839-NUIAA,Female,27,Yes,1,Davis Creek,96108,41.750354,-120.403885,1,61
7839-QRKXN,Female,62,No,0,Glendale,91203,34.153338,-118.262974,0,1
7841-FCRQD,Female,27,Yes,0,Walnut,91789,34.018354,-117.85492,1,33
7841-TZDMQ,Male,19,No,0,Sun Valley,91352,34.231053,-118.338307,0,2
7845-URHJN,Female,24,Yes,0,Hacienda Heights,91745,33.998471,-117.973758,1,8
7850-THJMU,Female,40,Yes,2,Mill Creek,96061,40.331975,-121.460674,4,26
7850-VWJUU,Female,37,No,0,Lakewood,90715,33.841027,-118.078097,0,23
7851-FLGGQ,Male,49,No,0,Wheatland,95692,39.043387,-121.409837,0,1
7851-WZEKY,Female,32,No,0,Stockton,95219,38.029729,-121.387999,0,2
7852-LECYP,Male,79,Yes,0,Los Angeles,90019,34.049841,-118.33846,8,13
7853-GVUDZ,Female,55,Yes,1,Los Angeles,90004,34.076259,-118.310715,1,1
7853-OETYL,Female,40,Yes,0,West Covina,91790,34.066964,-117.937007,2,4
7853-WNZSY,Male,58,No,0,El Nido,95317,37.127386,-120.506422,0,1
7854-EDSSA,Male,46,No,0,Santa Rosa,95404,38.526941,-122.709096,0,22
7854-EKTJL,Female,31,No,5,Salinas,93901,36.64152,-121.622188,0,2
7854-FOKSF,Male,54,No,0,Rosamond,93560,34.903052,-118.411251,0,1
7855-DIWPO,Female,60,No,0,Sloughhouse,95683,38.470423,-121.114897,0,21
7856-GANIL,Male,71,Yes,0,Irvine,92606,33.703976,-117.824172,1,45
7858-GTZSP,Female,33,No,0,San Lucas,93954,36.125529,-120.864443,0,12
7860-KSUGX,Male,25,Yes,0,Long Beach,90806,33.802664,-118.179971,1,72
7860-UXCRM,Male,22,Yes,2,San Gabriel,91775,34.114772,-118.089431,9,63
7861-UVUFT,Female,36,Yes,0,Sloughhouse,95683,38.470423,-121.114897,1,15
7868-BGSZA,Male,30,Yes,0,Riverside,92504,33.9108,-117.398153,7,43
7868-TMWMZ,Female,69,Yes,0,Berkeley,94703,37.863843,-122.275684,2,60
7869-ZYDST,Male,33,Yes,0,Hyampom,96046,40.648024,-123.465088,0,31
7872-BAAZR,Female,49,Yes,1,Norwalk,90650,33.905963,-118.08263,10,53
7872-RDDLZ,Female,68,No,0,Piercy,95587,39.955587,-123.681175,0,67
7873-CVMAW,Male,61,No,0,Van Nuys,91405,34.202494,-118.448048,0,72
7874-ECPQJ,Female,57,No,2,Wofford Heights,93285,35.690535,-118.552784,0,4
7876-AEHIG,Female,48,No,0,Daly City,94015,37.680844,-122.48131,0,51
7876-BEUTG,Female,34,No,0,San Bruno,94066,37.624436,-122.430661,0,15
7876-DNYAP,Female,29,Yes,2,Washington,95986,39.34128,-120.786867,7,69
7878-JGDKK,Male,38,No,0,Selma,93662,36.545322,-119.642281,0,4
7878-RTCZG,Female,55,No,0,Inglewood,90302,33.975332,-118.355252,0,1
7879-CGSFV,Male,19,No,0,Sugarloaf,92386,34.243088,-116.830015,0,55
7880-XSOJX,Male,50,No,0,Garden Grove,92840,33.787165,-117.931889,0,4
7881-EVUAD,Female,49,No,0,Oroville,95966,39.473896,-121.415927,0,2
7881-INRLC,Male,34,No,0,San Mateo,94403,37.538309,-122.305109,0,45
7883-ROJOC,Female,33,Yes,0,Point Reyes Station,94956,38.060264,-122.830646,0,19
7890-VYYWG,Male,67,Yes,0,Sutter,95982,39.172777,-121.805845,1,3
7892-POOKP,Female,23,Yes,3,Los Angeles,90010,34.062125,-118.315709,0,28
7892-QVYKW,Female,25,Yes,1,El Cajon,92020,32.79697,-116.969082,10,23
7893-IXHRQ,Male,53,No,0,Sacramento,95826,38.542532,-121.378826,0,1
7895-VONWT,Female,20,No,0,Manhattan Beach,90266,33.889632,-118.39737,0,25
7898-PDWQE,Male,22,Yes,0,Maxwell,95955,39.281194,-122.226568,2,71
7901-HXJVA,Male,20,No,0,Chico,95928,39.681488,-121.83721,0,14
7901-IIDQV,Male,28,No,0,San Diego,92119,32.802959,-117.027095,0,24
7901-TBKJX,Male,76,No,0,Twentynine Palms,92278,34.457829,-116.139589,0,56
7903-CMPEY,Male,78,Yes,0,Corte Madera,94925,37.924014,-122.511694,1,1
7905-NJMXS,Male,68,Yes,0,Williams,95987,39.117537,-122.284654,2,7
7905-TVXTA,Female,63,No,0,Salinas,93907,36.77462,-121.664714,0,5
7908-QCBCA,Female,47,Yes,0,Atwater,95301,37.321233,-120.656354,1,1
7909-FIOIY,Female,21,Yes,1,Santa Clara,95051,37.348129,-121.98469,4,19
7912-SYRQT,Female,35,No,0,Los Angeles,90042,34.11572,-118.192754,0,7
7916-VCCPB,Female,58,Yes,1,Parker Dam,92267,34.273872,-114.192901,6,16
7919-ZODZZ,Female,32,Yes,2,Antioch,94509,37.980057,-121.801599,1,10
7921-BEPCI,Female,40,No,0,Rocklin,95765,38.823278,-121.281856,0,72
7921-LMDFQ,Male,69,No,0,Chula Vista,91910,32.636792,-117.054989,0,51
7923-IYJWY,Male,68,No,0,Twain Harte,95383,38.107441,-120.230625,0,67
7924-GJZFI,Female,75,Yes,0,Jackson,95642,38.336216,-120.76901,7,25
7925-PNRGI,Female,51,Yes,2,Chula Vista,91914,32.688506,-116.938632,9,45
7926-IJOOU,Male,50,No,0,San Francisco,94116,37.74441,-122.486764,0,1
7927-AUXBZ,Female,45,No,0,Sun City,92586,33.707483,-117.200006,0,30
7928-VJYAB,Male,44,Yes,1,Lemoore,93245,36.303666,-119.825657,9,11
7929-DMBCV,Female,45,Yes,0,Arroyo Grande,93420,35.176236,-120.483243,6,20
7929-SKFGK,Male,23,Yes,0,Mentone,92359,34.103578,-117.04054,10,70
7931-PXHFC,Male,46,No,0,Duarte,91010,34.145695,-117.95982,0,38
7932-WPTDS,Female,77,Yes,0,San Diego,92126,32.886925,-117.152162,1,1
7938-OUHIO,Male,28,No,0,Mill Valley,94941,37.901371,-122.572024,0,3
7940-UQQUG,Female,42,Yes,2,Thousand Oaks,91360,34.214054,-118.88109,4,64
7941-RCJOW,Male,34,No,0,Tehama,96090,40.021787,-122.127576,0,65
7943-RQCHR,Female,34,No,0,Davis,95616,38.508735,-121.678813,0,9
7945-HLKEA,Female,29,No,0,Half Moon Bay,94019,37.45567,-122.407992,0,60
7945-PRBVF,Male,47,No,0,Nevada City,95959,39.333737,-120.858667,0,35
7950-XWOVN,Male,60,No,0,Oxnard,93035,34.18454,-119.224666,0,11
7951-QKZPL,Female,21,Yes,0,Saint Helena,94574,38.581354,-122.296283,1,33
7951-VRDVK,Female,26,No,0,Laguna Hills,92653,33.606899,-117.717854,0,36
7952-OBOYL,Male,24,No,0,Upland,91786,34.105493,-117.660934,0,3
7954-MLBUN,Male,41,No,0,Santa Barbara,93111,34.460197,-119.802602,0,31
7956-XQWGU,Male,43,No,0,Long Beach,90803,33.760458,-118.129725,0,27
7957-RYHQD,Female,65,No,0,Bellflower,90706,33.887676,-118.127289,0,40
7963-GQRMY,Female,19,Yes,0,Los Angeles,90004,34.076259,-118.310715,1,3
7963-SHNDT,Female,63,No,0,Redwood City,94062,37.410567,-122.297152,0,52
7964-VEXDG,Male,61,No,2,Anaheim,92802,33.807864,-117.923782,0,21
7964-YESJC,Female,21,Yes,0,Moorpark,93021,34.312945,-118.858169,6,24
7964-ZRKKG,Male,44,Yes,0,Van Nuys,91411,34.17847,-118.459472,1,67
7966-YOTQW,Male,29,No,0,Nubieber,96068,41.082472,-121.195215,0,10
7967-HYCDE,Male,26,No,0,Spring Valley,91978,32.730264,-116.950963,0,8
7968-QUXNS,Male,24,No,0,Dobbins,95935,39.381174,-121.21191,0,6
7969-AULMZ,Female,63,No,0,San Francisco,94104,37.791222,-122.402241,0,21
7969-FFOWG,Male,30,Yes,0,Littlerock,93543,34.505273,-117.955054,2,65
7971-HLVXI,Male,62,Yes,2,San Bernardino,92404,34.183286,-117.221722,4,72
7973-DZRKH,Female,20,No,1,Riverside,92507,33.976328,-117.319786,0,66
7975-JMZNT,Male,19,Yes,0,Columbia,95310,38.085839,-120.37855,1,66
7975-TZMLR,Male,37,No,0,Reedley,93654,36.636638,-119.421842,0,47
7976-CICYS,Male,49,No,0,Woodland Hills,91367,34.178068,-118.615714,0,4
7977-HXJKU,Male,45,No,2,Scotia,95565,40.440636,-124.098739,0,21
7978-DKUQH,Female,26,Yes,0,Lake Elsinore,92532,33.705836,-117.318204,7,25
7979-CORPM,Male,40,No,0,Oakdale,95361,37.785033,-120.776141,0,24
7980-MHFLQ,Female,42,Yes,3,Independence,93526,36.869584,-118.189241,5,72
7982-VCELR,Female,20,No,0,Ramona,92065,33.044541,-116.833922,0,36
7989-AWGEH,Male,24,Yes,2,San Luis Obispo,93405,35.236549,-120.727344,8,49
7989-CHGTL,Male,52,No,0,San Diego,92122,32.85723,-117.209774,0,1
7989-VCQOH,Male,29,Yes,1,Auberry,93602,36.991762,-119.242874,3,18
7993-NQLJE,Male,39,Yes,1,Glenn,95943,39.597975,-122.032248,7,15
7993-PYKOF,Male,20,Yes,0,Rio Nido,95471,38.522328,-122.97932,1,8
7994-UYIVZ,Male,62,Yes,0,Miramonte,93641,36.696759,-119.024051,1,8
7994-XIRTR,Male,79,No,0,Roseville,95747,38.784329,-121.373245,0,54
7995-ZHHNZ,Male,56,Yes,0,Fullerton,92832,33.868316,-117.929029,1,42
7996-BPXHY,Female,44,Yes,3,San Francisco,94111,37.801776,-122.402293,5,13
7996-MHXLW,Female,51,No,0,Ocotillo,92259,32.698964,-115.886656,0,66
7997-EASSD,Female,56,Yes,0,Redwood City,94061,37.461251,-122.235414,1,63
7998-WNZEM,Male,51,No,0,San Francisco,94131,37.746699,-122.442833,0,71
7998-ZLXWN,Female,21,Yes,0,Larkspur,94939,37.937082,-122.532369,3,15
8000-REIQB,Female,73,No,0,San Diego,92117,32.825086,-117.199424,0,1
8003-EWNDZ,Female,52,No,0,Philo,95466,39.094102,-123.500853,0,10
8006-PYCSW,Female,60,No,0,Los Angeles,90040,33.994524,-118.149953,0,2
8007-YYPWD,Female,52,No,0,Homeland,92548,33.761894,-117.120868,0,15
8008-ESFLK,Female,43,Yes,0,Capitola,95010,36.977025,-121.952864,1,53
8008-HAWED,Male,38,No,0,Los Angeles,90027,34.127194,-118.295647,0,14
8008-OTEZX,Female,30,Yes,2,Villa Park,92861,33.817473,-117.810462,1,35
8010-EZLOU,Male,75,No,0,San Marino,91108,34.122671,-118.112911,0,15
8012-SOUDQ,Female,65,No,0,Los Angeles,90059,33.927254,-118.249826,0,43
8015-IHCGW,Female,53,Yes,1,Garden Grove,92844,33.766476,-117.969795,1,72
8016-NCFVO,Male,70,No,0,Glendale,91203,34.153338,-118.262974,0,55
8016-ZMGMO,Female,73,Yes,0,Colusa,95932,39.273096,-122.050763,0,66
8017-LXHFA,Female,77,No,0,San Diego,92130,32.957195,-117.202542,0,23
8017-UVSZU,Female,62,Yes,0,Calabasas,91302,34.130861,-118.68346,5,40
