Customer ID,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data
8008-ESFLK,None,Yes,6.68,No,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8008-HAWED,Offer D,No,0,No Info,Yes,Cable,6,No,No,Yes,No,Yes,Yes,Yes,No
8008-OTEZX,Offer C,Yes,18.29,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8010-EZLOU,None,Yes,12.08,Yes,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes
8012-SOUDQ,Offer B,Yes,12.58,Yes,Yes,Fiber Optic,26,No,Yes,No,No,Yes,No,No,Yes
8015-IHCGW,Offer A,Yes,36.82,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8016-NCFVO,None,Yes,29.3,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
8016-ZMGMO,None,Yes,44.01,Yes,Yes,Cable,17,No,Yes,Yes,No,Yes,No,No,Yes
8017-LXHFA,Offer D,Yes,31.17,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,No,Yes
8017-UVSZU,None,Yes,48.29,Yes,Yes,DSL,23,No,Yes,No,No,No,No,No,Yes
8019-ENHXU,Offer B,Yes,34.65,Yes,Yes,Fiber Optic,9,No,Yes,Yes,Yes,No,Yes,Yes,No
8020-BWHYL,None,Yes,7.99,No,Yes,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes
8022-BECSI,None,Yes,20.46,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8023-QHAIO,Offer B,Yes,27.56,Yes,Yes,Fiber Optic,29,No,No,No,Yes,No,No,No,No
8024-XNAFQ,None,Yes,31.31,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
8028-PNXHQ,Offer B,Yes,48.73,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8029-XYPWT,Offer A,Yes,46.82,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
8033-ATFAS,Offer C,Yes,48.14,No,Yes,Cable,23,No,No,Yes,No,Yes,No,No,Yes
8033-VCZGH,None,Yes,23.28,Yes,Yes,Fiber Optic,51,Yes,No,Yes,No,Yes,Yes,Yes,Yes
8034-RYTVV,None,Yes,44.85,Yes,Yes,Fiber Optic,48,Yes,No,Yes,No,No,No,No,Yes
8035-BUYVG,Offer B,No,0,No Info,Yes,DSL,21,Yes,Yes,Yes,No,No,No,No,Yes
8035-PWSEV,Offer E,Yes,35.88,No,Yes,Fiber Optic,10,No,No,Yes,Yes,No,Yes,Yes,Yes
8039-ACLPL,Offer A,Yes,12.32,No,Yes,DSL,59,Yes,Yes,Yes,No,No,Yes,Yes,Yes
8039-EQPIM,None,No,0,No Info,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,No
8040-MNRTF,None,Yes,37.51,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes
8041-TMEID,None,Yes,37.12,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
8042-JVNFH,None,Yes,35.28,No,Yes,Fiber Optic,51,No,No,No,No,No,No,Yes,Yes
8042-RNLKO,Offer A,Yes,32.22,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8043-PNYSD,Offer B,Yes,10.67,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8044-BGWPI,Offer D,Yes,33.9,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8046-DNVTL,Offer B,No,0,No Info,Yes,Cable,29,Yes,Yes,No,Yes,No,No,No,Yes
8048-DSDFQ,None,Yes,13.08,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8049-WJCLQ,Offer D,Yes,19.77,No,Yes,DSL,12,No,No,Yes,No,Yes,No,No,Yes
8050-DVOJX,Offer B,Yes,43.19,Yes,Yes,Cable,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
8050-WYBND,None,No,0,No Info,Yes,DSL,29,No,No,Yes,No,Yes,Yes,Yes,Yes
8050-XGRVL,Offer B,Yes,32.92,No,Yes,DSL,71,Yes,No,Yes,No,No,No,No,Yes
8051-HJRLT,Offer E,Yes,18.2,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes
8053-WWDRO,None,Yes,31.7,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8058-DMYRU,None,Yes,18.58,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,Yes,No,Yes
8058-INTPH,None,Yes,22.48,No,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,Yes
8058-JMEQO,Offer E,Yes,12.91,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,No,Yes
8059-UDZFY,Offer C,Yes,12.75,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Yes,No,Yes
8060-HIWJJ,Offer B,Yes,14.39,Yes,Yes,DSL,7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8062-YBDOE,None,Yes,7.23,No,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes
8063-GBATB,None,Yes,31.17,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes
8063-RJYNF,None,Yes,20.44,No,Yes,Fiber Optic,59,Yes,No,No,No,Yes,Yes,Yes,No
8064-RAVOH,Offer E,Yes,42.55,No,Yes,DSL,25,No,No,Yes,No,No,No,No,Yes
8065-BVEPF,Offer B,Yes,18.23,No,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes
8065-QBYTO,Offer A,Yes,3.91,Yes,Yes,Fiber Optic,12,Yes,Yes,No,Yes,Yes,No,No,Yes
8065-YKXKD,None,Yes,5.63,Yes,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes
8066-POXGX,Offer D,No,0,No Info,Yes,Cable,53,No,No,No,No,No,Yes,Yes,Yes
8067-NIOYM,Offer C,Yes,20.6,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8069-RHUXK,None,No,0,No Info,Yes,Cable,30,Yes,No,No,Yes,No,No,No,Yes
8069-YQQAJ,Offer D,No,0,No Info,Yes,Cable,12,No,Yes,No,No,No,No,No,Yes
8070-AAWZP,None,No,0,No Info,Yes,Cable,28,No,No,Yes,Yes,No,No,No,Yes
8071-SBTRN,None,Yes,23.15,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
8073-IJDCM,Offer E,Yes,26.37,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8075-GXIUB,None,Yes,22.79,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8076-FEZKJ,None,Yes,15.71,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8079-XRJRS,Offer B,Yes,49.33,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,No,No,No,No,Yes
8080-DDEMJ,Offer E,Yes,15.28,No,Yes,Cable,14,No,No,No,No,No,No,No,Yes
8080-POTJR,Offer C,Yes,6.74,Yes,Yes,DSL,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes
8082-GHXOP,Offer D,Yes,26.63,No,Yes,DSL,27,No,No,No,No,No,No,Yes,Yes
8083-YTZES,None,Yes,47.82,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes
8084-OIVBS,Offer D,Yes,46.49,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8085-MSNLK,Offer B,Yes,42.68,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8086-OVPWV,None,Yes,26.47,No,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,No
8087-LGYHQ,Offer E,Yes,15.53,No,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,Yes,Yes
8089-UZWLX,Offer A,Yes,47.86,Yes,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,No,Yes
8091-TTVAX,Offer B,Yes,5.69,Yes,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,Yes
8092-NLTGF,Offer A,Yes,29.29,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8095-WANWK,Offer D,Yes,3.55,No,Yes,DSL,29,No,No,No,No,No,No,No,No
8096-LOIST,Offer D,Yes,40.22,No,Yes,Cable,22,No,No,No,No,No,Yes,Yes,Yes
8097-OMULG,None,Yes,15.94,No,Yes,DSL,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8097-VBQTZ,Offer B,Yes,27.62,No,Yes,Cable,24,Yes,Yes,No,Yes,Yes,No,No,Yes
8098-LLAZX,Offer E,Yes,31.61,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes
8098-TDCBU,None,Yes,33.63,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8099-MZPUJ,None,Yes,12.57,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8100-HZZLJ,None,Yes,5.6,No,Yes,Cable,30,Yes,Yes,No,No,No,Yes,Yes,Yes
8100-PNJMH,None,Yes,41.61,Yes,Yes,Cable,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8104-OSKWT,Offer D,Yes,14.42,Yes,Yes,Fiber Optic,14,Yes,No,No,No,No,No,No,Yes
8106-GWQOK,None,No,0,No Info,Yes,Cable,25,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
8107-KNCIM,None,Yes,45.46,Yes,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes
8107-RZLNV,None,Yes,15.09,Yes,Yes,Fiber Optic,85,No,Yes,Yes,No,Yes,Yes,Yes,Yes
8108-UXRQN,None,No,0,No Info,Yes,Cable,41,Yes,No,No,No,Yes,Yes,Yes,Yes
8109-YUOHE,None,Yes,36.47,No,Yes,Cable,15,Yes,Yes,No,No,No,No,No,Yes
8111-BKVDS,Offer D,No,0,No Info,Yes,DSL,24,Yes,Yes,Yes,No,No,No,No,Yes
8111-RKSPX,Offer E,Yes,29.98,Yes,Yes,Fiber Optic,71,No,No,No,No,No,No,Yes,Yes
8111-SLLHI,None,Yes,33.25,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes
8118-LSUEL,None,Yes,17.62,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,Yes,No,Yes
8118-TJAFG,None,Yes,36.94,No,Yes,Fiber Optic,16,No,Yes,No,Yes,Yes,Yes,Yes,Yes
8120-JDCAM,None,Yes,37.23,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes
8123-QBNAZ,None,Yes,43.7,Yes,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,Yes,Yes,Yes
8124-NZVGJ,None,No,0,No Info,Yes,Cable,48,No,No,No,Yes,Yes,Yes,Yes,Yes
8125-QPFJD,None,Yes,1.34,Yes,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
8128-YVJRG,None,Yes,40.32,Yes,Yes,Fiber Optic,18,Yes,No,No,No,No,No,No,Yes
8129-GMVGI,None,Yes,35.38,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8132-YPVBX,None,Yes,40.64,No,Yes,Fiber Optic,51,No,Yes,No,No,No,Yes,Yes,Yes
8133-ANHHJ,Offer B,Yes,36.47,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
8138-EALND,None,Yes,3.49,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8143-ETQTI,Offer D,Yes,1.88,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8144-DGHXP,None,Yes,36.68,No,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,No
8146-QQKZH,Offer A,Yes,6.23,No,Yes,DSL,58,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
8148-BPLZQ,None,Yes,4.89,No,Yes,Cable,27,No,Yes,No,No,No,No,No,No
8148-NLEGT,None,Yes,13.95,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8148-WOCMK,Offer E,Yes,13.43,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8149-AIQCG,Offer C,Yes,8.69,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes
8149-RSOUN,Offer E,Yes,16.15,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes
8150-QUDFX,Offer E,Yes,27.47,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8152-UOBNY,Offer B,Yes,10.6,Yes,Yes,Fiber Optic,14,No,Yes,No,Yes,Yes,Yes,No,Yes
8152-VETUR,Offer A,Yes,28.59,Yes,Yes,Fiber Optic,58,No,Yes,No,No,Yes,Yes,Yes,Yes
8155-IBNHG,None,Yes,17.73,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes
8158-WPEZG,None,No,0,No Info,Yes,DSL,73,No,Yes,No,Yes,No,No,No,Yes
8160-HOWOX,None,Yes,48.16,No,Yes,DSL,85,No,No,No,No,Yes,Yes,Yes,Yes
8161-QYMTT,None,Yes,7.37,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,Yes
8164-OCKUJ,Offer B,Yes,2.47,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8165-CBKXO,None,No,0,No Info,Yes,Cable,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes
8165-ZJRNM,Offer A,Yes,21.14,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8166-ORCHU,None,Yes,44.54,No,Yes,Fiber Optic,18,Yes,Yes,No,Yes,No,Yes,No,Yes
8166-ZZTFS,None,Yes,21.7,Yes,Yes,Cable,3,No,Yes,Yes,No,Yes,Yes,No,Yes
8167-GJLRN,None,No,0,No Info,Yes,DSL,59,No,No,No,Yes,No,No,No,Yes
8168-UQWWF,None,Yes,27.57,Yes,Yes,Cable,18,No,No,Yes,No,Yes,Yes,Yes,Yes
8169-SAEJD,Offer A,No,0,No Info,Yes,DSL,12,Yes,Yes,No,No,Yes,Yes,Yes,No
8173-RXAYP,None,Yes,30.41,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8174-LNWMW,None,Yes,26.16,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8174-TBVCF,Offer A,Yes,26.47,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8178-EYZUO,None,Yes,15.78,Yes,Yes,Fiber Optic,3,Yes,Yes,No,No,No,Yes,Yes,Yes
8180-AKMJV,Offer E,Yes,23.04,No,Yes,Cable,82,No,No,No,No,No,No,No,Yes
8181-YHCMF,None,No,0,No Info,Yes,DSL,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8182-BJDSI,Offer C,Yes,30.28,Yes,Yes,Fiber Optic,30,No,Yes,No,No,No,Yes,Yes,Yes
8182-PNAGI,None,Yes,46.58,No,Yes,DSL,26,No,No,No,Yes,No,No,No,No
8183-ONMXC,None,Yes,5.11,No,Yes,Fiber Optic,6,No,No,No,No,No,Yes,Yes,Yes
8184-WMOFI,None,Yes,14.05,No,Yes,DSL,25,Yes,No,Yes,Yes,No,Yes,Yes,Yes
8185-UPYBR,None,Yes,21.23,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes
8189-DUKMV,None,Yes,44.73,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8189-HBVRW,None,Yes,2.51,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,No
8189-XRIKE,Offer C,Yes,31.57,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,No,Yes
8190-ZTQFB,None,No,0,No Info,Yes,Cable,8,No,No,Yes,No,Yes,Yes,Yes,No
8191-XWSZG,Offer B,Yes,22.55,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8194-PEEBY,Offer C,Yes,4.47,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8197-BFWVU,Offer A,Yes,1.72,Yes,Yes,Cable,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8198-RKSZG,Offer D,Yes,9.77,Yes,Yes,DSL,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes
8199-ZLLSA,None,Yes,22.66,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8200-KLNYW,None,Yes,11.27,No,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,No
8200-LGKSR,None,Yes,35.09,Yes,Yes,DSL,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
8201-AAXCB,None,Yes,25.87,Yes,Yes,Cable,76,No,No,No,No,Yes,No,No,No
8203-XJZRC,Offer E,Yes,40.46,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8204-TIFGJ,None,Yes,16.26,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8204-YJCLA,Offer A,No,0,No Info,Yes,DSL,24,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
8205-MQUGY,Offer D,Yes,9.58,No,Yes,Cable,57,Yes,No,No,No,No,No,No,No
8205-OTCHB,Offer D,No,0,No Info,Yes,DSL,16,No,Yes,Yes,No,No,Yes,Yes,Yes
8205-VSLRB,None,Yes,4.8,Yes,Yes,Cable,41,Yes,No,Yes,Yes,No,Yes,Yes,Yes
8207-DMRVL,None,Yes,21.89,Yes,Yes,Fiber Optic,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
8207-VVMYB,None,Yes,14.15,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8208-EUMTE,None,No,0,No Info,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes
8212-CRQXP,None,Yes,45.1,No,Yes,Fiber Optic,41,No,No,No,No,Yes,No,No,No
8212-DJRCH,None,Yes,15.01,No,Yes,Fiber Optic,19,Yes,No,Yes,No,No,Yes,Yes,Yes
8213-TAZPM,Offer A,Yes,46.45,Yes,Yes,Fiber Optic,26,No,Yes,Yes,Yes,Yes,Yes,Yes,No
8215-NGSPE,Offer B,Yes,3.14,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8216-AZUUZ,None,Yes,12.6,No,Yes,Fiber Optic,26,No,No,Yes,Yes,Yes,Yes,Yes,Yes
8217-QYOHV,Offer E,Yes,30.92,No,Yes,Cable,41,Yes,No,No,Yes,No,No,Yes,Yes
8218-FFJDS,None,Yes,15.35,Yes,Yes,DSL,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
8219-VYBVI,None,Yes,49.95,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8220-OCUFY,None,Yes,7.41,No,Yes,DSL,51,Yes,No,Yes,Yes,No,No,No,Yes
8221-EQDGL,None,Yes,25.32,No,Yes,DSL,30,Yes,Yes,Yes,No,No,No,No,Yes
8221-HVAYI,Offer C,Yes,5.06,Yes,Yes,Cable,20,Yes,Yes,Yes,Yes,No,No,No,Yes
8224-DWCKX,None,Yes,43.4,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes
8224-IVVPA,None,Yes,25.21,No,Yes,DSL,9,Yes,Yes,No,No,No,No,No,Yes
8224-KDLKN,Offer A,Yes,19.04,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8224-UAXBZ,None,No,0,No Info,Yes,DSL,29,Yes,Yes,No,No,Yes,No,No,Yes
8225-BTJAU,Offer D,Yes,7.51,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes
8226-BXGES,Offer B,Yes,13.8,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,No,No,Yes
8229-BUJHX,None,Yes,11.13,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8229-MYEJZ,Offer D,Yes,45.56,No,Yes,DSL,17,No,Yes,No,No,No,No,No,Yes
8229-TNIQA,Offer E,Yes,39.9,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes
8231-BSWXX,Offer A,Yes,41.34,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes
8232-CTLKO,Offer A,Yes,8.39,No,Yes,DSL,16,Yes,No,No,No,Yes,No,No,Yes
8232-UTFOZ,None,Yes,7.18,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8234-GSZYK,None,Yes,28.9,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8237-ULIXL,Offer A,Yes,13.27,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8241-JUIQO,Offer B,Yes,25.91,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8242-JSVBO,None,Yes,26.76,No,Yes,DSL,46,No,No,No,No,No,No,No,Yes
8242-PDSGJ,None,No,0,No Info,Yes,DSL,18,Yes,No,Yes,Yes,No,No,No,Yes
8242-SOQUO,Offer E,Yes,14.22,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes
8245-UMPYT,None,Yes,32.11,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes
8246-SHFGA,None,Yes,34.02,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8249-THVEC,None,Yes,37.63,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8250-ZNGGW,None,Yes,43.99,No,Yes,DSL,27,Yes,Yes,No,Yes,No,No,No,No
8257-RZAHR,Offer D,Yes,20.4,Yes,Yes,DSL,30,Yes,No,No,No,Yes,No,No,Yes
8258-GSTJK,None,Yes,48.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes
8259-DZLIZ,Offer B,Yes,17.07,Yes,Yes,DSL,25,No,Yes,No,No,No,No,No,Yes
8259-NFJTV,None,No,0,No Info,Yes,Cable,17,Yes,No,No,Yes,No,No,No,Yes
8260-NGFNY,None,No,0,No Info,Yes,DSL,73,No,No,No,No,No,No,Yes,Yes
8261-GWDBQ,None,Yes,4.06,Yes,Yes,Fiber Optic,11,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
8262-COGGB,None,Yes,11.61,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8263-JQAIK,None,No,0,No Info,Yes,DSL,6,No,No,No,No,No,No,No,Yes
8263-OKETD,None,Yes,22.75,Yes,Yes,Cable,11,No,Yes,No,Yes,No,Yes,Yes,Yes
8263-QMNTJ,Offer A,Yes,47.82,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8265-HKSOW,None,Yes,17.89,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
8266-VBFQL,None,Yes,31.92,No,Yes,Fiber Optic,4,No,No,Yes,Yes,No,Yes,Yes,Yes
8267-KFGYD,None,Yes,10.14,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8267-ZNYVZ,None,Yes,15.66,No,Yes,Fiber Optic,24,Yes,No,Yes,Yes,Yes,Yes,Yes,No
8268-YDIXR,Offer B,Yes,40.33,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,No,No,No,No,Yes
8270-RKSAP,Offer E,Yes,40.71,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes
8272-ONJLV,Offer D,Yes,49,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes
8276-MQBYC,Offer B,Yes,19.49,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes
8277-RVRSV,Offer C,Yes,1.71,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8280-MQRQN,Offer E,Yes,23.7,No,Yes,Cable,17,No,No,Yes,No,No,No,No,Yes
8285-ABVLB,None,Yes,40.91,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8286-AFUYI,Offer E,Yes,46.23,No,Yes,DSL,25,Yes,No,No,No,No,No,No,Yes
8290-YWKHZ,None,Yes,33.74,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes
8292-FRFZQ,Offer C,No,0,No Info,Yes,DSL,73,Yes,Yes,No,Yes,No,No,No,Yes
8292-ITGYJ,Offer B,Yes,20.11,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8292-TYSPY,Offer D,Yes,4.3,No,Yes,Cable,23,No,No,Yes,Yes,No,No,No,No
8294-UIMBA,None,Yes,2.67,No,Yes,Fiber Optic,27,No,No,No,Yes,Yes,Yes,Yes,Yes
8295-FHIVV,None,Yes,9.19,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8295-KMENE,None,Yes,13.27,Yes,Yes,DSL,15,Yes,No,Yes,Yes,Yes,No,No,Yes
8305-VHZBZ,None,Yes,13.27,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8309-IEYJD,Offer E,Yes,32.61,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No
8309-PPCED,None,Yes,46.23,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8311-UEUAB,Offer A,Yes,1.36,Yes,Yes,DSL,82,Yes,No,No,No,Yes,Yes,Yes,Yes
8313-AFGBW,Offer B,Yes,14.14,No,Yes,DSL,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes
8313-KTIHG,None,Yes,37.7,No,Yes,DSL,2,No,No,No,Yes,Yes,No,No,No
8313-NDOIA,None,Yes,38.79,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,No
8314-DPQHL,None,No,0,No Info,Yes,DSL,14,Yes,No,Yes,Yes,No,Yes,Yes,Yes
8314-HTWVE,Offer E,Yes,35.26,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8316-BBQAY,None,No,0,No Info,Yes,Cable,22,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
8317-BVKSO,None,Yes,9.19,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
8318-LCNBW,None,No,0,No Info,Yes,DSL,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes
8319-QBEHW,None,No,0,No Info,Yes,Cable,58,No,Yes,No,No,Yes,No,No,Yes
8325-QRPZR,None,Yes,30.06,No,Yes,Fiber Optic,10,No,No,Yes,No,No,No,No,No
